4945	6351	1067	6846
7742	2970	6016	9674	3968
5774	6440	4001	8835	1828
7647	8182	1990	6780	3341
1239	2874	0106	4823	5467
5126	2481	4031	2876	7845
9050	7421	3293	3363	7834
0403	9685	5482	8661	1967
3483	7175	9373	4638	5524
1243	9010	4613	2231	5489
7667	1343	9332	2005	2507
4501	1736	8642	1918	6724
5177	7917	2609	7127	6863
1331	3833	1306	4285	6634
3044	7683	9684	8515	1856
2380	4797	5852	1054	3853
0952	4098	5287	6629	8841
9487	0070	4591	3602	2595
0297	6108	9169	1346	5785
4894	6450	5304	9470	8119
1299	0529	1460	1857	4921
4772	0826	5229	8514	2930
9123	5028	2462	5788	9754
6003	8759	8247	8013	4910
1695	9503	8369	7073	2238
2489	9044	0798	2015
6763	2059	6141	1650	2302
8739	3133	2715	8805	8092
6238	2355	5767	3422	8809
3405	3731	5518	8249	2562
4591	7064	8152	8373	0629
3768	4963	3083	1406	7895
9598	8275	8318	7791	8632
7549	0667	4675	8202	6333
3376	9808	3361	2645	1572
1863	0722	3698	2506	9707
0853	9866	8549	2643	4522
4317	7551	2579	0906	8368
3737	3359	7582	7575	4567
3532	2659	1704	9054	0902
4408	6641	0363	9025	0446
4189	1290	5733	8347	1268
1357	9765	3405	9498	0432
9036	0266	9699	1907	5534
3217	9405	4318	9599	5931
5774	3504	5810	9627	0234
2332	5301	4776	3006	1975
8234	3902	3229	6331	6481
8853	8585	5796	6152	1681
7073	6734	9055	8933	5482
0253	7371	5882	0172	7775
3770	7283	0314	3379	1550
4134	6835	1198
0873	7517
3964	8048	6474	7948	9853
3507	1023	4700	8348	8431
5888	0729	6612	9044	6496
1037	4278	1781	1087	8332
5596	7185	0029	3505	4941
5172	8322	8439	1834	3524
1455	2548	0512	3676	4856
4774	6883	4670	9493	4862
3874	9223	2856	6511	9978
0066	8549	5758	4235	8310
4393	6676	7966	7467	2213
2271	2748	3236	6744	0158
5364	7132	6032	9604	0336
6290	4756	7264	5390	6498
0182	2624	7089	9722	1588
6709	0202	9010	3399	0495
3899	3000	1562	6482	9408
5682	1157	8124	3103	4350
0793	3486	9501	9730	9776
7747	3386	0170	5407	8331
1301	6700	6036	4356	9668
3928	3412	8648	3143	3868
7095	2140	4693	7452	1154
9272	6158	7871	3361	0669
8178	4009	9516	4141	0618
3174	5054	4870	0953	7607
4744	9200	4383	1301	0803
2298	3977	4751	8808	8292
1579	1329	7221	6841	2886
8315	7887	9363	9520	2515
9962	8831	6530	5539	6079
7027	3962	5199	1767	0363
9888	4301	2977	1151	0298
3859	4737	2523	2731	4014
7393	4879	0957	1348	3321
6587	8432	9023	7817	6865
1355	4901	5845	8686	3691
6983	6499	6504	3829	0827
1891	0959	2652	1239	8836
2570	1413	5951	9771	8490
3347	1264	1976	4505	1707
7116	6512	5792	5353	3761
2349	5686	7918	2694	1197
7027	4625	0022	1431	2173
8639	0559	9360	8626	8904
8742	6801	9837	5762	1687
9595	5001	7292	8840	4473
9400	0144	4374	9431	5376
9954	7971	7330	4274	8967
7374	6712	3758	1666	6081
1291	9410	6366	5134	7230
2792	9515	9474
4366	5006
2924	6934	9450	0826	1485
8158	0175	4612	3978	3648
9474	6498	5101	8715	8829
8340	3761	8200	8475	1644
6505	1403	9652	4048	5082
8056	6071	7469	9214	8465
2005	5875	3285	9410	4078
1480	6119	6650	7960	8078
9469	7585	7011	4587	7668
6707	5554	3711	5999	0380
5227	8360	7923	4863	3181
2712	6766	7616	0660	1099
9103	8730	4613	1041	9128
3128	3817	7906	0905	7917
0343	9749	9538	2493	9709
3177	2126	5086	4925	3990
2102	8647	7896	2958	5802
7771	9284	8009	0139	1670
7106	1629	6941	1353	9085
2366	7676	1106	6969	5754
6812	9759	1789	1215	0384
2190	4316	5440	2587	1596
7539	0154	9313	6053	2611
7623	5241	3213	6990	7340
3322	2944	9470	1342	9879
1634	1614	2888	7844	0501
2589	7287	7290	1702	7561
9942	2723	5561	7041	9303
6439	6258	6552	9614	2536
5178	6715	7940	4987	8423
2468	2362	2011	3784	9961
2106	6844	8032	6206	9574
1229	6262	6607	3282	1505
3838	7844	8791	0749	4802
7756	4303	6556	4526	9682
2202	6046	9488	4311	1590
6189	6668	2716	9324	1859
9326	5614	0987	0892	0995
3713	5053	0018	1563	1559
6284	1921	9834	1431	9546
8896	8045	2950	3908	0511
4231	8680	8036	8914	8531
8260	8770	1633	6253	5595
1459	5806	5157	0776	8095
7629	6468	1412	1942	4297
7079	8834	6149	9599	9300
0643	8979	9587	6993	3165
3565	9978	2990	5165	4640
3380	2575	7278	4385	2322
9165	2823	9312	5233	5139
8114	8840	4803	2767	9120
1625	3395	3898	7904
4854
8361	2452	2421	6038	7086
6796	8221	4933	3442	2877
5619	8018	4592	8315	0300
1260	6582	5336	0693	8948
8032	9139	7964	6738	7070
5969	9929	7029	2096	0580
5969	4761	6658	2575	0868
0717	6650	4847	2257	2268
8347	4585	6581	9614	8013
5343	7493	0975	7982	0691
8108	1905	4096	5774	4433
3150	0027	7687	3015	5794
1159	2443	0057	7517	5598
5641	1783	8832	4577	8090
1946	8147	1403	7867	9226
8384	6679	5775	1878	2088
1873	4203	9291	9889	8531
5883	2895	6506	6517	9399
9460	2386	7983	5112	1401
9179	0197	1422	3668	9938
1263	8608	2715	9356	3041
3099	7733	8527	2909	1192
2067	5860	2711	0086	2728
0779	5756	2815	2200	0880
3226	4193	7968	9776	7167
2757	7851	1796	7589	5756
4573	5260	4232	0363	9480
8287	9878	6170	3785	3833
2743	4234	6317	8185	0653
3852	9517	1130	8887	5315
2405	7545	2719	9428	9732
3280	5392	2636	4012	4647
3320	4182	0899	4467	1863
9949	6227	9171	3334	4019
0741	9345	0987	0999	9235
6872	2828	3700	0993	9947
1578	3131	2397	9538	6349
4903	7472	6918	6147	3491
3139	5445	6552	2175	8084
2821	2352	6952	4900	2444
4959	7359	1943	0371	9007
7841	4196	3504	5854	2392
6977	0629	3346	8382	4186
0610	3065	4490	1080	8855
2056	7232	4219	4076	4102
6416	8739	9479	5650	1743
1743	5183	4050	8082	8400
9975	9335	6952	4283	1934
4890	8598	1126	8019	3253
3685	7089	6959	2612	8262
1750	9212	2437	3020	1806
1857	1461	5161	6357	8989
9059	2982	9124	9661	5451
8614	2754	9875	6272	7862
1881	0344	8555	1525	6118
1383	1634	2389	5166	5756
6824	0394	6034	4704	8434
7344	0238	7882	7719	6438
6673	4720	0600	0075	3803
1460	2990	7341	7341	4026
2630	7947	2928	4120	2468
2554	4719	6150	2312	6663
9719	3235	0070	6899	2874
0504	3191	6221	8233	0154
8563	1356	1389	7275	3914
0611	1755	7733	4437	2194
7748	6763	1373	3779	9406
8796	8276	1954	0737	4017
9902	2922	0608	4489	6576
9749	2221	6089	5233	8635
4430	3255	5902	1749	2054
3651	1080	7354	0431	4448
2220	3691	6636	4847	3895
1531	9173	0502	9799	6212
8597	9498	5987	4277	7353
3432	5858	7794	5393	5707
2367	4792	6378	6235	0096
1424	8668	9136	1295	7878
0471	0547	1615	1897	0753
7232	8879	9671	1487	1986
3939	5937	1660	9926	7623
1241	7977	5862	6318	6111
3121	8241	8971	7015	8324
7264	8695	8773	2433	8609
5760	5746	9883	7577	0149
9503	8294	3893	4608	7675
6966	8055	9989	2853	9723
0735	1733	0882	8871	2073
4432	0630	0168	1538	8198
3211	6553	0311	7954	4317
2979	2769	9907	1672	2286
7852	6604	4740	6821	8359
5207	2920	1256	7488	6315
2584	8333	4112	2969	4637
2028	4023	2373	9688	1463
9225	1645	6588	7689	0740
3794	0119	9106	1783	4223
7903	9133	5529	8078	7571
6059	3256	8574	4823	5392
9967	5217	6338	4625	8682
3273	9053	9130	5929	3239
2646	0841	7358	2700	1599
1621	9581	9301	3259	5497
2941	5374	1956	0175	6777
3135
7293	5892	2679	5256
3841	8975	6470	5263	8504
8785	5832	1286	9858	3891
1874	5416	8812	1222	2782
8988	0733	2038	8383	9800
1200	2079	0165	9285	3388
0210	7164	1829	9899	7539
9090	3419	6630	7325	6666
5034	5404	3220	5946	7538
0815	8680	8411	0948	4657
9017	6376	0882	5540	9373
9596	9325	1685	4720	4111
4902	3468	9514	8682	8748
9237	3567	9707	1815	1546
4361	8057	3630	1564	5891
3589	0193	3108	8119	7422
7826	4045	0376	0990	4707
0279	4655	0559	6996	5507
6815	2092	0508	0050	8947
6397	8283	3439	6660	0665
2751	3576	2820	1766	0825
4457	9617	2076	9304	5259
0055	7634	0544	4520	3805
1330	8184	5532	8327	5891
5025	0536	7531	4104	9729
4227	6238	4228	4747	7479
8710	1924	1217	0264	2472
2991	0175	7284	3064	8775
7751	9362	5122	4802	4600
5638	9559	5196	0873	7280
0724	8115	9337	0851	9427
2804	9132	3199	8681	4067
5718	3380	4514	4315	7477
2135	0707	5480	2250	9197
7879	6768	7816	9468	7057
2718	9999	3898	3136	7336
6700	7611	4603	9326	8015
4283	8704	7540	4611	3788
7707	3091	5059	4874	5958
8998	0526	8729	5051	4913
7382	8079	3368	3635	1060
4262	7324	2480	6135	5548
3788	8612	1951	8585	0316
6031	3378	6283	4326	8989
1316	0180	4103	6456	7499
3488	9223	1655	8862	1396
1777	9551	5825	8590	2755
2936	1434	5038	7352	3393
4016	7331	9798	1419	2508
7055	1912	1149	8789	2056
3298	8391	9152	3114	5263
8698	9395	3571	7308	9507
6444	7136
8000	3310	3734
5949	4807	9203	2038	3283
5312	0305	6145	3236	5896
2459	0452	9905	7295	4025
4857	9683	9384	2490	7970
9763	7541	2267	1516	2916
4405	5878	0819	9651	4198
2132	4118	3291	5888
